"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 30 13:35:28 GMT 2024","Tue Apr 30 13:35:39 GMT 2024","10190","","","","NegativeTests","LoginWithoutPassword","LoginWithoutPassword",""
"broken","Tue Apr 30 13:35:28 GMT 2024","Tue Apr 30 13:35:38 GMT 2024","9883","","","","NegativeTests","LoginWithoutUsernameAndPassword","LoginWithoutUsernameAndPassword",""
