"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Apr 25 18:53:46 GMT 2024","Thu Apr 25 18:54:48 GMT 2024","62209","","","","PositiveTests","NavigateToProductsTest","NavigateToProductsTest",""
"broken","Thu Apr 25 18:53:46 GMT 2024","Thu Apr 25 18:54:48 GMT 2024","62209","","","","NegativeTests","LoginWithoutPassword","LoginWithoutPassword",""
"broken","Thu Apr 25 18:53:46 GMT 2024","Thu Apr 25 18:54:48 GMT 2024","62209","","","","PositiveTests","AddProjectTest","AddProjectTest",""
"broken","Thu Apr 25 18:53:46 GMT 2024","Thu Apr 25 18:54:48 GMT 2024","62201","","","","NegativeTests","LoginWithoutUsernameAndPassword","LoginWithoutUsernameAndPassword",""
"broken","Thu Apr 25 18:54:48 GMT 2024","Thu Apr 25 18:55:48 GMT 2024","60101","","","","PositiveTests","PositiveLogin","PositiveLogin",""
